"源物理表ID","平台","数据源","源表","源表中文注释","消费任务ID","任务名称","候选输出及中文注释","候选具体写入数","候选写入证据ID","SQL材料组","相关SQL哈希","证据可用状态","固定读取定位状态","内容绑定级别","核读状态","使用模式","已确认具体输出","当前Facts写入","Facts字段绑定目标","缺口/待判断","Facts清单哈希","证据文件"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","169145","PDATA_N.T98_OTC_OPT_COMP_SUB_TRD_PAL_SUM","pdata_n.t98_otc_opt_comp_sub_trd_pal_sum（T98_场外期权合约子交易盈亏汇总）","1","write-observation:169145:0","SQLG-90706198bbbd1813","query:9b3ec145cb5255055e459e8faa402a88e9b73c7fce794c961afa393144fc7998","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","pdata_n.t98_otc_opt_comp_sub_trd_pal_sum|PROFILE_DECLARED|NO_STATEMENT；pdata_n.t98_otc_opt_comp_sub_trd_pal_sum|SQL_PARSE|task:169145:slot:query:statement:0","pdata_n.t98_otc_opt_comp_sub_trd_pal_sum","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","24e7d5add3db7d8e8d824e2643271c165a7fa5e34f8480d2bf5692cc7181b1fc","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\169145\versions\1468066972b1c1d3b6c4160a3b1028474c9158c9754f0886819c11b68edd7c5e.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","171179","dm_fin_n.adm_trd_otc_comp_day","dm_fin_n.adm_trd_otc_comp_day（OTC合约交易流水）","1","write-observation:171179:platform-target:0","SQLG-7e2e72bdc73d0422","query:4bdbcfc1cff9edc8de3f89a398b7ed454e4e8b0b988eb70f25b1fd2e9c7f7e30","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","已完成Facts细粒度提取与局部解释","P06_REPORTING_ELIGIBILITY","dm_fin_n.adm_trd_otc_comp_day","dm_fin_n.adm_trd_otc_comp_day|PROFILE_DECLARED|NO_STATEMENT；dm_fin_n.adm_trd_otc_comp_day|PLATFORM_TARGET|task:171179:slot:query:statement:0","dm_fin_n.adm_trd_otc_comp_day","财务报送标志历史变化是否允许回溯重算；T98派生账簿表与本表快照口径是否一致","0059142862e017f1ca0973106b9d5eb4f0dc64ab31f89f4fbbb4bc11ba17c288","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\171179\versions\bb7689b6ee99f7ee6ebe6c238db2234f71d71ebe54533d524d0a1d696a9ca482.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","171347","dm_index_n.index_grp1_DealScal_OtcDeri_Year","dm_index_n.index_grp1_dealscal_otcderi_year（广发证券_交易规模_场外衍生品_当年）","1","write-observation:171347:platform-target:0","SQLG-3e13d6be3ec3b5b2","query:388ff66a942a52b23ae7757e84f1efabb8210e2b8bfbaa61efd867ced9a72f96","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_index_n.index_grp1_dealscal_otcderi_year|PROFILE_DECLARED|NO_STATEMENT；dm_index_n.index_grp1_dealscal_otcderi_year|PLATFORM_TARGET|task:171347:slot:query:statement:0","dm_index_n.index_grp1_dealscal_otcderi_year","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","276a87c2c242bb3cace58abc04e39ca93162fab99d5f34fb7e8757b23ca52ed5","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\171347\versions\f1997b8fd7de8ba05be8e37d40d13961dbfede958acbea89eaa3423177108ef7.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","171364","dm_index_n.index_grp1_DealScal_OtcDeri_Mth","dm_index_n.index_grp1_dealscal_otcderi_mth（广发证券_交易规模_场外衍生品_当月）","1","write-observation:171364:platform-target:0","SQLG-77d316b2905110f0","query:f209e722cb26dd6f533b869b6ab7d9631888515a2811bfef4df871c046b1ed17","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_index_n.index_grp1_dealscal_otcderi_mth|PROFILE_DECLARED|NO_STATEMENT；dm_index_n.index_grp1_dealscal_otcderi_mth|PLATFORM_TARGET|task:171364:slot:query:statement:0","dm_index_n.index_grp1_dealscal_otcderi_mth","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","07e8eaff5af155e19994b9fe93572990e4a43ba988f90c687d4799668c28597e","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\171364\versions\bd8977a5b6c8df57933a2721b6f8c9fd5bdcea2c694f4748cd51fc650bc5a109.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","171370","dm_index_n.index_grp1_CompScal_OtcDeri_Tdy","dm_index_n.index_grp1_compscal_otcderi_tdy（广发证券_合约规模_场外衍生品_当日）","1","write-observation:171370:platform-target:0","SQLG-24ddb5083a73b56b","query:4947194a4e05cfb1d2cb3c33e4cd3b3e5d1e9fa49bd2acf9b97a5cebd41dc4e4","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_index_n.index_grp1_compscal_otcderi_tdy|PROFILE_DECLARED|NO_STATEMENT；dm_index_n.index_grp1_compscal_otcderi_tdy|PLATFORM_TARGET|task:171370:slot:query:statement:0","dm_index_n.index_grp1_compscal_otcderi_tdy","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","c35a023dcd6096579374a8b78f18c62443bf245192a5b7122cc7e72bce59f3f0","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\171370\versions\876548ed6a81e820a5d9511ad9aff17144b4cbe004ddd6ee5113cf491c846d10.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","172252","dm_hk_n.margin_bundle_contract_mapping","dm_hk_n.margin_bundle_contract_mapping（OTCHK组合和合约映射关系表）","1","write-observation:172252:platform-target:0","SQLG-099a140d9e6d0d00","query:f012b587c42d84a073b10259d7ad1019ae985f03668dda2b4f0861510c424072","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.margin_bundle_contract_mapping|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.margin_bundle_contract_mapping|PLATFORM_TARGET|task:172252:slot:query:statement:0","dm_hk_n.margin_bundle_contract_mapping","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","4461391f0a74746deb671c6e55ce0c70b64d9ff3c22abbbf287e539bcb0a305a","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\172252\versions\79d217c48576a083ca252b19038937ed73437d6eacc4d25e424f7ccd071ac6d4.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","172296","dm_hk_n.bundle_margin_daily_result","dm_hk_n.bundle_margin_daily_result（OTCHK组合履保监控结果）","1","write-observation:172296:platform-target:0","SQLG-b3f4e30d57e7b3c1","query:6d316617438a4b72b0a64446d9f1f6ade1560fb2bb55e82c7d7af6210ef71ad0","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.bundle_margin_daily_result|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.bundle_margin_daily_result|PLATFORM_TARGET|task:172296:slot:query:statement:0","dm_hk_n.bundle_margin_daily_result","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","879e1c4ad39d3d4e4cfe176f7c5c5d8da0dab7db0ac8cf9928339482a7f3c6ed","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\172296\versions\44ec7519a2f91cf06f6a05b2ac6186216cd42e94ca262f5bcba10a20c40208e1.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","172318","dm_hk_n.risk_option_initial_metric","dm_hk_n.risk_option_initial_metric（OTCHK证券-期权起初指标表）","1","write-observation:172318:platform-target:0","SQLG-e1504421841f9757","query:56c2433256d6e7beb273c130d2ba1e1e1cd09d333f26dbd1e4c80e521de06ef2","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.risk_option_initial_metric|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.risk_option_initial_metric|PLATFORM_TARGET|task:172318:slot:query:statement:0","dm_hk_n.risk_option_initial_metric","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","7c5399c2ae0ac56c00186e7980a9931a3bf5c49e847e4c04662bfd949701d050","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\172318\versions\787c4c50c830f8291deb3706253795a98f6565f789842f1595ad18c4ba562632.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","172344","dm_hk_n.trd_transfer","dm_hk_n.trd_transfer（OTCHK收付款记录表）","1","write-observation:172344:platform-target:0","SQLG-9ab19bfc1504bad9","query:e4e17d75257b7f8f86cacc2e2e7b087632aeb35b8f931b8790b8d23d4136ae0a","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.trd_transfer|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.trd_transfer|PLATFORM_TARGET|task:172344:slot:query:statement:0","dm_hk_n.trd_transfer","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","484bb6064b03cca90a911a4cf1002e997488bc17d7ee18d56c8e57232e93ec97","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\172344\versions\bf7f99f541fca58bd724d3b4ca49c9e9f534019cd1b0b879ad87417f48edc772.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","172356","dm_hk_n.pos_trs_leg_valuation","dm_hk_n.pos_trs_leg_valuation（OTCHK持仓-账户TRS LEG每日估值）","1","write-observation:172356:platform-target:0","SQLG-7a884004231d8106","query:79e0884f6878e461540211527d3c7854e373b096b8003b8346837db935e3ebb6","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.pos_trs_leg_valuation|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.pos_trs_leg_valuation|PLATFORM_TARGET|task:172356:slot:query:statement:0","dm_hk_n.pos_trs_leg_valuation","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","563df03f4cc47415fc3c5450e771b7335311873a2cdb025605e1d0ee66f6c30c","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\172356\versions\b7bd84113da735f9ad09f385409b2578160317795d0e82ec606468613a9df0ee.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","172367","dm_hk_n.bk_book_mapping","dm_hk_n.bk_book_mapping（OTCHK账簿映射关系表）","1","write-observation:172367:platform-target:0","SQLG-dbc532d5885720dd","query:419f6bd8470dbdedea080985ef5bd0254d5ae6cbcddb6e9d1d826990c5e46902","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.bk_book_mapping|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.bk_book_mapping|PLATFORM_TARGET|task:172367:slot:query:statement:0","dm_hk_n.bk_book_mapping","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","91fb13b0a00f1d2e6d5e6ca354cbba0c1a8f764ac6528fbdca28d2b1dd7832ad","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\172367\versions\0429a9dab87975bab4e37914fc661a69fbf58c90fd9202bd921a228107b47165.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","175112","dm_hk_n.ref_main_contract","dm_hk_n.ref_main_contract（OTCHK主合约信息表）","1","write-observation:175112:platform-target:0","SQLG-af23b9e49c96995c","query:1e69e848a1c85e0daaced83d3c751262c38a023c07536c74d010152f349d914f","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.ref_main_contract|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.ref_main_contract|PLATFORM_TARGET|task:175112:slot:query:statement:0","dm_hk_n.ref_main_contract","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","094b074e2633bc320e7c460d189f7bad3b09ff730a7bbdfd0466c760ee4e0472","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\175112\versions\e8a3cad68391f7ed3ea62c99d38ee72dcd52adb87da1008b360c2755d7012714.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","176610","dm_cmpl_n.aml_comp_trd_info_grp03","dm_cmpl_n.aml_comp_trd_info（2.4交割信息-期权多标的 (股衍、固收)）","1","write-observation:176610:platform-target:0","SQLG-1353893e5e3022bf","query:d53eac88facb0218f73657f4cb20b54d96618a6ba32de01e2576bcd7ce92d2a9","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","已完成Facts细粒度提取与局部解释","P05_DEPARTMENT_CLASSIFICATION","dm_cmpl_n.aml_comp_trd_info","dm_cmpl_n.aml_comp_trd_info|PROFILE_DECLARED|NO_STATEMENT；dm_cmpl_n.aml_comp_trd_info|PLATFORM_TARGET|task:176610:slot:query:statement:0","dm_cmpl_n.aml_comp_trd_info","CASE只覆盖OTC/GFS_FICC，是否存在其他部门值；三个事件分支是否可能重复覆盖同一交易","e3433fe246f4ce5dd325bcabe36d7e6226ba74a67e2a0f88ee2b4e9cfcebe89f","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\176610\versions\5e273ba286f14ae0c67769caa607eac16f1c78432d7f1f06476dc5ea63ff04c6.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","176827","dm_rsk_n.otc_opt_greek_val_det_h","dm_rsk_n.otc_opt_greek_val_det_h（OTC期权子交易希腊值明细数据）","1","write-observation:176827:platform-target:0","SQLG-bdf987e885956aab","query:d03a315e7a1d673c1afb2f586ee1950af4de26c268637ffbbc605797a399009e","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_rsk_n.otc_opt_greek_val_det_h|PROFILE_DECLARED|NO_STATEMENT；dm_rsk_n.otc_opt_greek_val_det_h|PLATFORM_TARGET|task:176827:slot:query:statement:0","dm_rsk_n.otc_opt_greek_val_det_h","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","45306de13fbf61ac5530275b4bef50bb844bfc8788106daa9e85696758985624","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\176827\versions\e4c0fe6cd5acf4a8e79d0ebded0f3a1a74d9e0afc45a0eda5c6ac87de256c394.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","176864","dm_otc_n.otc_swap_comp_info","dm_otc_n.otc_swap_comp_info（OTC互换合约基本信息）","1","write-observation:176864:platform-target:0","SQLG-38b9c9ad3e0fb9cb","query:b933edaa63b3a547fc43e6125214d2a5cc168a88dcf3fda70c5fec37902de55f","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_otc_n.otc_swap_comp_info|PROFILE_DECLARED|NO_STATEMENT；dm_otc_n.otc_swap_comp_info|PLATFORM_TARGET|task:176864:slot:query:statement:0","dm_otc_n.otc_swap_comp_info","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","a13c89464e8cb66aa6b86c4b056382d761de5ea32914eb0ed58ec5e41e75066c","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\176864\versions\aaa714bfad76fa661a1e784a18df3bbcd29125dfa7a1ecdcc205b579a8c1ed83.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","176941","dm_hk_n.fin_trd_otc_comp_day","dm_hk_n.fin_trd_otc_comp_day（OTCHK财务合约交易流水）","1","write-observation:176941:platform-target:0","SQLG-38abf64776393f3d","query:b0716211364f85992b3057ea2c5d5c6fa0253e3a0c46872f61df15005136c84e","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.fin_trd_otc_comp_day|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.fin_trd_otc_comp_day|PLATFORM_TARGET|task:176941:slot:query:statement:0","dm_hk_n.fin_trd_otc_comp_day","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","452039c2ca004e98a5b29498d02402c911a8e4aa85cf06c9f8d8ed66e841e08e","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\176941\versions\408c2e22dd100d0a5d7915042f9e372dc5f17679a2cfe74ea598388606292e4d.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","177390","dm_cmpl_n.unit_cust_info","dm_cmpl_n.unit_cust_info（2.1机构客户信息汇总（固收））","1","write-observation:177390:platform-target:0","SQLG-7190894ed8d974f5","query:abbda7e1dc6ae7e6db96047bc085334daf26acc0f9ef203c7df8c6fffd6bee2a","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_cmpl_n.unit_cust_info|PROFILE_DECLARED|NO_STATEMENT；dm_cmpl_n.unit_cust_info|PLATFORM_TARGET|task:177390:slot:query:statement:0","dm_cmpl_n.unit_cust_info","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","ddd9c2c82df1966d7a3bb4a10ca90538e975952b47167e7828bdae4290b93ef3","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\177390\versions\25f9cacbb665018e9795e71edcf98191cccdad0849dad5e9ee21f42ccd01dc2b.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","177414","dm_fii_n.Acct_Titans_User_Book_Right_Day","dm_fii_n.acct_titans_user_book_right_day（TITANS用户账簿权限）","1","write-observation:177414:platform-target:0","SQLG-1ce7e2f9d60e4642","query:2928428158c16480582bd0f9596984aebcf03e4d60e9b501f297e7209d8c6bce","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_fii_n.acct_titans_user_book_right_day|PROFILE_DECLARED|NO_STATEMENT；dm_fii_n.acct_titans_user_book_right_day|PLATFORM_TARGET|task:177414:slot:query:statement:0","dm_fii_n.acct_titans_user_book_right_day","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","3f2b24bca1849b9e92c4d58e2aba82dd66c8c0e0b3390f1b207740cf35afb106","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\177414\versions\2bc3e702f83e4c3f63815676c4fb14095f8ba2bfaaf8b26787591f313e7d6262.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","178833","dm_cmpl_n.pdt_cust_info_all","dm_cmpl_n.pdt_cust_info_all（2.2产品客户信息（股衍、固收））","1","write-observation:178833:platform-target:0","SQLG-36cd1124ab23eb02","query:83aa52c557d40d215ca6cfe8c1fcf8597e25b9998bfe86a715637505f86541e7","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_cmpl_n.pdt_cust_info_all|PROFILE_DECLARED|NO_STATEMENT；dm_cmpl_n.pdt_cust_info_all|PLATFORM_TARGET|task:178833:slot:query:statement:0","dm_cmpl_n.pdt_cust_info_all","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","08409bf43cbe97f8c002ea4d340ae962261276a3fc912472e53567d1a1f4f420","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\178833\versions\f079b83c4c510edb603d4a02c3f318d864bada0ca6e3eab3f319e3aa5926ed10.evidence-v3.json"
